date_mutation,valeur_fonciere,type_local,surface_reelle_bati,nombre_pieces_principales,code_commune,nom_commune,code_departement
2024-12-06,603339.0,Appartement,55.6,2,75056,Paris,75
2023-10-06,489953.0,Appartement,51.6,2,75056,Paris,75
2023-09-07,489028.0,Appartement,48.6,2,75056,Paris,75
2022-05-29,702437.0,Appartement,57.1,2,75056,Paris,75
2022-07-24,435951.0,Appartement,39.6,2,75056,Paris,75
2023-06-28,391330.0,Appartement,42.1,2,75056,Paris,75
2022-05-21,438043.0,Appartement,44.4,2,75056,Paris,75
2022-11-20,733463.0,Appartement,73.7,2,75056,Paris,75
2023-09-12,602437.0,Appartement,56.4,2,75056,Paris,75
2024-12-19,792931.0,Appartement,63.2,2,75056,Paris,75
2023-09-06,467358.0,Appartement,39.5,2,75056,Paris,75
2022-10-03,668814.0,Appartement,75.7,2,75056,Paris,75
2022-11-15,601985.0,Appartement,49.6,2,75056,Paris,75
2023-12-04,545920.0,Appartement,49.9,2,75056,Paris,75
2023-06-25,522211.0,Appartement,47.2,2,75056,Paris,75
2022-04-15,557828.0,Appartement,59.0,2,75056,Paris,75
2023-07-21,435662.0,Appartement,42.8,2,75056,Paris,75
2022-09-25,400858.0,Appartement,40.9,2,75056,Paris,75
2024-06-23,609914.0,Appartement,64.2,2,75056,Paris,75
2022-01-20,619934.0,Appartement,60.8,2,75056,Paris,75
2022-11-02,539298.0,Appartement,43.6,2,75056,Paris,75
2022-10-31,721461.0,Appartement,60.6,2,75056,Paris,75
2024-01-17,480238.0,Appartement,56.0,2,75056,Paris,75
2022-03-23,873732.0,Appartement,74.4,2,75056,Paris,75
2023-05-27,690605.0,Appartement,74.4,2,75056,Paris,75
2024-04-12,645520.0,Appartement,65.3,2,75056,Paris,75
2023-04-30,893800.0,Appartement,77.4,2,75056,Paris,75
2022-12-29,913755.0,Appartement,73.1,2,75056,Paris,75
2023-11-12,627603.0,Appartement,73.8,2,75056,Paris,75
2023-05-24,708031.0,Appartement,69.9,2,75056,Paris,75
2022-08-10,581837.0,Appartement,49.7,2,75056,Paris,75
2024-08-21,464095.0,Appartement,54.2,2,75056,Paris,75
2024-07-31,566641.0,Appartement,47.9,2,75056,Paris,75
2023-04-12,626667.0,Appartement,52.9,2,75056,Paris,75
2024-03-27,535145.0,Appartement,47.9,2,75056,Paris,75
2023-07-26,626778.0,Appartement,52.1,2,75056,Paris,75
2023-11-10,558594.0,Appartement,53.0,2,75056,Paris,75
2023-06-19,675217.0,Appartement,76.0,2,75056,Paris,75
2023-06-28,574850.0,Appartement,46.2,2,75056,Paris,75
2023-12-09,443858.0,Appartement,40.7,2,75056,Paris,75
2024-11-13,658843.0,Appartement,67.8,2,75056,Paris,75
2023-01-25,532175.0,Appartement,43.7,2,75056,Paris,75
2022-01-04,559743.0,Appartement,49.2,2,75056,Paris,75
2023-02-08,702526.0,Appartement,59.6,2,75056,Paris,75
2023-11-08,465123.0,Appartement,53.5,2,75056,Paris,75
2022-09-13,711444.0,Appartement,63.6,2,75056,Paris,75
2023-09-26,651175.0,Appartement,67.4,2,75056,Paris,75
2023-08-29,637979.0,Appartement,65.3,2,75056,Paris,75
2024-02-16,560629.0,Appartement,60.9,2,75056,Paris,75
2023-09-09,802219.0,Appartement,65.8,2,75056,Paris,75
2023-09-15,655781.0,Appartement,55.1,2,75056,Paris,75
2023-10-22,514359.0,Appartement,50.4,2,75056,Paris,75
2023-03-14,588756.0,Appartement,57.4,2,75056,Paris,75
2022-12-14,694634.0,Appartement,59.2,2,75056,Paris,75
2023-11-18,623474.0,Appartement,65.0,2,75056,Paris,75
2023-04-27,531891.0,Appartement,42.9,2,75056,Paris,75
2023-02-12,612933.0,Appartement,65.6,2,75056,Paris,75
2024-08-31,386734.0,Appartement,45.0,2,75056,Paris,75
2024-07-21,734868.0,Appartement,63.2,2,75056,Paris,75
2023-02-03,611894.0,Appartement,55.4,2,75056,Paris,75
2024-03-29,674857.0,Appartement,67.4,2,75056,Paris,75
2022-01-12,544386.0,Appartement,48.8,2,75056,Paris,75
2022-08-07,891428.0,Appartement,74.2,2,75056,Paris,75
2024-11-26,649544.0,Appartement,69.7,2,75056,Paris,75
2022-09-06,616539.0,Appartement,57.4,2,75056,Paris,75
2024-12-23,671836.0,Appartement,57.1,2,75056,Paris,75
2024-06-25,849180.0,Appartement,77.9,2,75056,Paris,75
2024-10-30,721804.0,Appartement,63.2,2,75056,Paris,75
2024-07-02,682471.0,Appartement,55.9,2,75056,Paris,75
2024-08-30,857337.0,Appartement,74.4,2,75056,Paris,75
2023-07-22,656464.0,Appartement,56.8,2,75056,Paris,75
2023-05-05,732791.0,Appartement,69.2,2,75056,Paris,75
2023-08-09,436272.0,Appartement,50.0,2,75056,Paris,75
2022-06-15,474831.0,Appartement,48.4,2,75056,Paris,75
2022-11-09,417960.0,Appartement,44.6,2,75056,Paris,75
2024-04-14,580007.0,Appartement,66.9,2,75056,Paris,75
2022-05-08,540629.0,Appartement,52.2,2,75056,Paris,75
2022-02-10,480786.0,Appartement,47.3,2,75056,Paris,75
2024-02-19,845608.0,Appartement,72.8,2,75056,Paris,75
2023-09-04,715616.0,Appartement,57.9,2,75056,Paris,75
2024-05-08,1088191.0,Appartement,90.8,3,75056,Paris,75
2023-03-28,915391.0,Appartement,79.7,3,75056,Paris,75
2024-09-21,736022.0,Appartement,77.1,3,75056,Paris,75
2024-04-08,522966.0,Appartement,53.3,3,75056,Paris,75
2022-09-19,1065360.0,Appartement,89.3,3,75056,Paris,75
2024-03-17,1092005.0,Appartement,102.6,3,75056,Paris,75
2022-06-21,922729.0,Appartement,82.5,3,75056,Paris,75
2024-08-03,763342.0,Appartement,85.1,3,75056,Paris,75
2023-11-02,580951.0,Appartement,61.2,3,75056,Paris,75
2024-02-16,613729.0,Appartement,62.8,3,75056,Paris,75
2024-05-13,820553.0,Appartement,66.2,3,75056,Paris,75
2022-02-09,567486.0,Appartement,64.9,3,75056,Paris,75
2023-12-18,780860.0,Appartement,90.6,3,75056,Paris,75
2022-03-24,550832.0,Appartement,63.4,3,75056,Paris,75
2023-02-13,1126103.0,Appartement,90.9,3,75056,Paris,75
2023-05-04,1049216.0,Appartement,95.3,3,75056,Paris,75
2023-03-23,653644.0,Appartement,58.3,3,75056,Paris,75
2024-01-26,719245.0,Appartement,75.9,3,75056,Paris,75
2022-08-23,662502.0,Appartement,60.5,3,75056,Paris,75
2023-09-30,836988.0,Appartement,92.1,3,75056,Paris,75
2023-10-01,488351.0,Appartement,57.4,3,75056,Paris,75
2024-02-08,996639.0,Appartement,81.6,3,75056,Paris,75
2022-06-05,824441.0,Appartement,72.3,3,75056,Paris,75
2023-05-13,980793.0,Appartement,82.5,3,75056,Paris,75
2022-09-05,664896.0,Appartement,57.1,3,75056,Paris,75
2022-03-26,1002253.0,Appartement,93.0,3,75056,Paris,75
2024-01-29,711903.0,Appartement,69.8,3,75056,Paris,75
2022-01-26,616030.0,Appartement,55.4,3,75056,Paris,75
2022-08-05,1135593.0,Appartement,95.8,3,75056,Paris,75
2024-07-30,737144.0,Appartement,74.3,3,75056,Paris,75
2024-12-04,904248.0,Appartement,88.4,3,75056,Paris,75
2024-09-17,970596.0,Appartement,101.8,3,75056,Paris,75
2023-07-04,900788.0,Appartement,75.9,3,75056,Paris,75
2022-06-27,646029.0,Appartement,68.5,3,75056,Paris,75
2024-08-09,681421.0,Appartement,66.2,3,75056,Paris,75
2023-11-20,911080.0,Appartement,81.3,3,75056,Paris,75
2023-01-08,638214.0,Appartement,53.3,3,75056,Paris,75
2023-06-14,762539.0,Appartement,77.1,3,75056,Paris,75
2023-07-20,839556.0,Appartement,69.4,3,75056,Paris,75
2023-01-27,851929.0,Appartement,80.6,3,75056,Paris,75
2024-09-27,642046.0,Appartement,56.2,3,75056,Paris,75
2024-09-02,758394.0,Appartement,80.6,3,75056,Paris,75
2022-02-05,892362.0,Appartement,85.3,3,75056,Paris,75
2023-05-14,528118.0,Appartement,56.6,3,75056,Paris,75
2024-08-27,734040.0,Appartement,67.7,3,75056,Paris,75
2023-11-09,792424.0,Appartement,80.5,3,75056,Paris,75
2023-09-20,721401.0,Appartement,70.0,3,75056,Paris,75
2023-01-30,577158.0,Appartement,64.8,3,75056,Paris,75
2023-01-15,784519.0,Appartement,68.1,3,75056,Paris,75
2023-07-21,709682.0,Appartement,61.7,3,75056,Paris,75
2024-12-10,1116406.0,Appartement,89.3,3,75056,Paris,75
2023-02-02,1035251.0,Appartement,82.7,3,75056,Paris,75
2023-09-12,665344.0,Appartement,67.1,3,75056,Paris,75
2023-07-16,558777.0,Appartement,52.5,3,75056,Paris,75
2023-08-22,467692.0,Appartement,54.2,3,75056,Paris,75
2024-10-02,784980.0,Appartement,87.9,3,75056,Paris,75
2023-08-06,482581.0,Appartement,57.1,3,75056,Paris,75
2023-01-13,780023.0,Appartement,76.1,3,75056,Paris,75
2024-09-05,963070.0,Appartement,101.8,3,75056,Paris,75
2024-10-04,500515.0,Appartement,57.7,3,75056,Paris,75
2022-04-20,614028.0,Appartement,55.6,3,75056,Paris,75
2023-09-15,704866.0,Appartement,59.7,3,75056,Paris,75
2024-05-02,530663.0,Appartement,56.2,3,75056,Paris,75
2023-04-08,975196.0,Appartement,83.2,3,75056,Paris,75
2024-06-25,919778.0,Appartement,92.0,3,75056,Paris,75
2024-05-28,730585.0,Appartement,67.2,3,75056,Paris,75
2022-07-23,744162.0,Appartement,67.6,3,75056,Paris,75
2023-03-09,935616.0,Appartement,100.9,3,75056,Paris,75
2023-05-07,572535.0,Appartement,65.5,3,75056,Paris,75
2022-01-06,529889.0,Appartement,60.8,3,75056,Paris,75
2024-08-20,824561.0,Appartement,73.0,3,75056,Paris,75
2023-08-03,627000.0,Appartement,66.9,3,75056,Paris,75
2023-04-24,909071.0,Appartement,88.2,3,75056,Paris,75
2023-02-10,1167375.0,Appartement,99.7,3,75056,Paris,75
2022-11-02,788713.0,Appartement,73.8,3,75056,Paris,75
2022-05-27,1174126.0,Appartement,98.9,3,75056,Paris,75
2023-08-15,643924.0,Appartement,54.9,3,75056,Paris,75
2023-09-15,772456.0,Appartement,74.5,3,75056,Paris,75
2024-10-21,1087613.0,Appartement,88.0,3,75056,Paris,75
2022-03-23,817039.0,Appartement,79.8,3,75056,Paris,75
2023-05-28,1397730.0,Appartement,121.7,4,75056,Paris,75
2022-02-12,618794.0,Appartement,66.1,4,75056,Paris,75
2023-07-06,1445597.0,Appartement,128.8,4,75056,Paris,75
2022-12-25,1177913.0,Appartement,101.5,4,75056,Paris,75
2023-07-24,1054611.0,Appartement,94.7,4,75056,Paris,75
2024-10-04,826323.0,Appartement,76.1,4,75056,Paris,75
2024-04-16,1315429.0,Appartement,126.8,4,75056,Paris,75
2022-11-26,963331.0,Appartement,85.9,4,75056,Paris,75
2023-08-14,968430.0,Appartement,85.6,4,75056,Paris,75
2022-03-17,1079771.0,Appartement,107.1,4,75056,Paris,75
2023-10-25,910855.0,Appartement,93.7,4,75056,Paris,75
2024-11-19,837254.0,Appartement,71.9,4,75056,Paris,75
2024-08-04,987568.0,Appartement,117.5,4,75056,Paris,75
2024-01-11,836094.0,Appartement,91.0,4,75056,Paris,75
2024-06-24,1096589.0,Appartement,104.5,4,75056,Paris,75
2022-09-26,1048585.0,Appartement,113.3,4,75056,Paris,75
2024-09-19,1270795.0,Appartement,124.1,4,75056,Paris,75
2023-05-06,901577.0,Appartement,72.2,4,75056,Paris,75
2022-01-29,1068537.0,Appartement,110.1,4,75056,Paris,75
2022-08-21,879148.0,Appartement,100.0,4,75056,Paris,75
2022-11-12,836865.0,Appartement,94.1,4,75056,Paris,75
2024-11-08,1101039.0,Appartement,96.5,4,75056,Paris,75
2024-09-15,1113928.0,Appartement,109.8,4,75056,Paris,75
2022-10-24,1201518.0,Appartement,127.5,4,75056,Paris,75
2024-11-06,1093421.0,Appartement,89.1,4,75056,Paris,75
2022-05-23,1009500.0,Appartement,112.5,4,75056,Paris,75
2024-04-29,963222.0,Appartement,82.2,4,75056,Paris,75
2023-07-02,1010436.0,Appartement,86.3,4,75056,Paris,75
2023-09-04,1123705.0,Appartement,117.2,4,75056,Paris,75
2024-09-29,1281861.0,Appartement,118.3,4,75056,Paris,75
2024-09-18,1234087.0,Appartement,120.1,4,75056,Paris,75
2024-02-12,928183.0,Appartement,86.6,4,75056,Paris,75
2023-01-22,913712.0,Appartement,93.7,4,75056,Paris,75
2024-02-24,1199821.0,Appartement,127.6,4,75056,Paris,75
2022-03-31,925589.0,Appartement,79.4,4,75056,Paris,75
2024-02-20,881814.0,Appartement,84.9,4,75056,Paris,75
2022-11-08,999043.0,Appartement,89.3,4,75056,Paris,75
2024-10-25,823893.0,Appartement,96.3,4,75056,Paris,75
2022-07-25,1239968.0,Appartement,126.6,4,75056,Paris,75
2024-12-13,1237089.0,Appartement,120.7,4,75056,Paris,75
2022-10-23,1041129.0,Appartement,123.0,4,75056,Paris,75
2022-11-13,1012427.0,Appartement,90.8,4,75056,Paris,75
2023-06-27,808423.0,Appartement,69.2,4,75056,Paris,75
2022-06-14,974867.0,Appartement,86.2,4,75056,Paris,75
2024-12-28,1429194.0,Appartement,119.3,4,75056,Paris,75
2024-09-26,864995.0,Appartement,88.9,4,75056,Paris,75
2022-05-21,1031224.0,Appartement,120.6,4,75056,Paris,75
2023-08-12,896321.0,Appartement,79.5,4,75056,Paris,75
2024-06-07,1483583.0,Appartement,128.6,4,75056,Paris,75
2022-07-25,1477019.0,Appartement,127.4,4,75056,Paris,75
2022-03-01,1052277.0,Appartement,93.0,4,75056,Paris,75
2023-08-24,791532.0,Appartement,67.4,4,75056,Paris,75
2023-05-16,893277.0,Appartement,87.5,4,75056,Paris,75
2023-01-04,1062602.0,Appartement,98.6,4,75056,Paris,75
2024-02-23,657495.0,Appartement,75.3,4,75056,Paris,75
2022-10-21,981618.0,Appartement,104.3,4,75056,Paris,75
2024-07-30,879688.0,Appartement,79.4,4,75056,Paris,75
2024-08-10,681909.0,Appartement,80.8,4,75056,Paris,75
2022-11-20,1376506.0,Appartement,122.4,4,75056,Paris,75
2023-09-05,856003.0,Appartement,69.2,4,75056,Paris,75
2023-05-28,1074211.0,Appartement,105.5,4,75056,Paris,75
2024-02-27,906944.0,Appartement,93.8,4,75056,Paris,75
2024-02-21,1056444.0,Appartement,119.4,4,75056,Paris,75
2023-08-28,1094398.0,Appartement,101.2,4,75056,Paris,75
2024-03-21,782109.0,Appartement,65.8,4,75056,Paris,75
2022-04-11,884784.0,Appartement,82.1,4,75056,Paris,75
2023-08-10,1418156.0,Appartement,123.0,4,75056,Paris,75
2023-12-23,1071527.0,Appartement,114.4,4,75056,Paris,75
2023-05-29,722087.0,Appartement,78.5,4,75056,Paris,75
2022-10-08,1234213.0,Appartement,108.0,4,75056,Paris,75
2022-03-22,1279182.0,Appartement,104.9,4,75056,Paris,75
2024-01-18,864198.0,Appartement,84.3,4,75056,Paris,75
2023-08-28,979687.0,Appartement,111.6,4,75056,Paris,75
2023-02-16,866393.0,Appartement,85.4,4,75056,Paris,75
2024-01-20,777516.0,Appartement,72.9,4,75056,Paris,75
2022-12-03,1206533.0,Appartement,98.6,4,75056,Paris,75
2024-09-13,959773.0,Appartement,80.9,4,75056,Paris,75
2023-11-25,1221337.0,Appartement,126.7,4,75056,Paris,75
2022-06-04,1204644.0,Appartement,116.2,4,75056,Paris,75
2024-03-24,915759.0,Appartement,73.5,4,75056,Paris,75
2024-01-20,1784559.0,Appartement,151.5,5,75056,Paris,75
2023-06-26,844806.0,Appartement,84.0,5,75056,Paris,75
2023-06-21,1219685.0,Appartement,118.3,5,75056,Paris,75
2024-01-31,1446207.0,Appartement,122.0,5,75056,Paris,75
2022-02-21,800289.0,Appartement,85.3,5,75056,Paris,75
2023-11-03,1541455.0,Appartement,124.7,5,75056,Paris,75
2022-05-10,1376137.0,Appartement,147.5,5,75056,Paris,75
2023-09-11,1303055.0,Appartement,125.9,5,75056,Paris,75
2022-04-03,1129035.0,Appartement,127.0,5,75056,Paris,75
2024-10-05,1450782.0,Appartement,149.9,5,75056,Paris,75
2022-10-05,806271.0,Appartement,85.9,5,75056,Paris,75
2024-05-08,1064537.0,Appartement,106.9,5,75056,Paris,75
2024-04-29,1399400.0,Appartement,122.2,5,75056,Paris,75
2024-04-15,1516252.0,Appartement,127.4,5,75056,Paris,75
2024-01-29,1429534.0,Appartement,149.3,5,75056,Paris,75
2023-04-29,962086.0,Appartement,93.7,5,75056,Paris,75
2024-01-23,1259991.0,Appartement,142.9,5,75056,Paris,75
2024-01-05,1487075.0,Appartement,118.9,5,75056,Paris,75
2022-09-08,780946.0,Appartement,81.7,5,75056,Paris,75
2022-07-07,1780427.0,Appartement,150.1,5,75056,Paris,75
2022-02-13,1420180.0,Appartement,128.0,5,75056,Paris,75
2022-09-15,792880.0,Appartement,80.9,5,75056,Paris,75
2023-03-01,1274432.0,Appartement,137.6,5,75056,Paris,75
2023-04-23,1443771.0,Appartement,122.2,5,75056,Paris,75
2022-01-06,922718.0,Appartement,102.3,5,75056,Paris,75
2022-09-24,1233239.0,Appartement,98.4,5,75056,Paris,75
2022-08-14,1393996.0,Appartement,118.6,5,75056,Paris,75
2022-01-31,1088209.0,Appartement,127.9,5,75056,Paris,75
2023-10-26,1225014.0,Appartement,104.6,5,75056,Paris,75
2022-09-17,744037.0,Appartement,78.2,5,75056,Paris,75
2022-05-11,1422742.0,Appartement,134.1,5,75056,Paris,75
2024-11-17,1326614.0,Appartement,113.7,5,75056,Paris,75
2023-03-30,1263616.0,Appartement,122.7,5,75056,Paris,75
2024-12-03,1285604.0,Appartement,149.8,5,75056,Paris,75
2022-03-05,1112423.0,Appartement,100.2,5,75056,Paris,75
2024-04-02,850638.0,Appartement,81.7,5,75056,Paris,75
2024-06-27,972108.0,Appartement,109.8,5,75056,Paris,75
2022-10-31,722742.0,Appartement,82.7,5,75056,Paris,75
2023-10-28,784471.0,Appartement,82.1,5,75056,Paris,75
2023-08-27,1159632.0,Appartement,106.3,5,75056,Paris,75
2022-07-23,1224498.0,Appartement,111.9,5,75056,Paris,75
2023-03-17,1226402.0,Appartement,138.1,5,75056,Paris,75
2024-04-27,1335511.0,Appartement,110.1,5,75056,Paris,75
2024-05-01,1062414.0,Appartement,103.1,5,75056,Paris,75
2023-10-03,1293732.0,Appartement,133.2,5,75056,Paris,75
2022-11-09,1278419.0,Appartement,128.2,5,75056,Paris,75
2022-07-06,1349911.0,Appartement,129.9,5,75056,Paris,75
2022-07-17,1239611.0,Appartement,141.0,5,75056,Paris,75
2022-09-24,1338315.0,Appartement,134.3,5,75056,Paris,75
2023-11-07,1301406.0,Appartement,119.8,5,75056,Paris,75
2024-05-16,1302126.0,Appartement,128.6,5,75056,Paris,75
2023-08-13,1643412.0,Appartement,143.8,5,75056,Paris,75
2024-11-05,1216836.0,Appartement,123.2,5,75056,Paris,75
2023-04-05,1042185.0,Appartement,93.4,5,75056,Paris,75
2024-01-23,1403582.0,Appartement,142.2,5,75056,Paris,75
2023-04-09,821105.0,Appartement,85.8,5,75056,Paris,75
2022-02-23,1663392.0,Appartement,139.2,5,75056,Paris,75
2023-07-02,1383082.0,Appartement,123.9,5,75056,Paris,75
2023-09-25,756181.0,Appartement,79.2,5,75056,Paris,75
2023-01-07,1461396.0,Appartement,148.0,5,75056,Paris,75
2024-03-31,1552111.0,Appartement,144.0,5,75056,Paris,75
2022-03-04,948595.0,Appartement,82.4,5,75056,Paris,75
2024-02-10,893817.0,Appartement,84.1,5,75056,Paris,75
2024-01-28,1074612.0,Appartement,109.3,5,75056,Paris,75
2022-06-23,986003.0,Appartement,101.0,5,75056,Paris,75
2022-04-12,1312748.0,Appartement,145.0,5,75056,Paris,75
2024-05-18,1230071.0,Appartement,128.9,5,75056,Paris,75
2023-07-14,1173353.0,Appartement,114.4,5,75056,Paris,75
2023-12-08,987654.0,Appartement,93.6,5,75056,Paris,75
2024-09-23,1055819.0,Appartement,110.1,5,75056,Paris,75
2023-03-28,1140175.0,Appartement,117.6,5,75056,Paris,75
2022-01-16,1172504.0,Appartement,107.4,5,75056,Paris,75
2022-10-09,1146732.0,Appartement,92.7,5,75056,Paris,75
2022-09-03,1305809.0,Appartement,135.8,5,75056,Paris,75
2022-12-26,895307.0,Appartement,77.6,5,75056,Paris,75
2023-04-17,924342.0,Appartement,86.9,5,75056,Paris,75
2023-12-27,1374460.0,Appartement,115.5,5,75056,Paris,75
2022-03-28,991601.0,Appartement,82.5,5,75056,Paris,75
2022-06-09,1142605.0,Appartement,110.6,5,75056,Paris,75
2024-04-08,1551328.0,Appartement,143.4,5,75056,Paris,75
2022-08-24,624345.0,Maison,53.8,1,75056,Paris,75
2022-12-18,630733.0,Maison,44.3,1,75056,Paris,75
2024-01-12,712549.0,Maison,56.7,1,75056,Paris,75
2023-05-14,468316.0,Maison,34.3,1,75056,Paris,75
2022-06-11,520802.0,Maison,45.2,1,75056,Paris,75
2023-11-27,487930.0,Maison,44.0,1,75056,Paris,75
2022-06-06,513581.0,Maison,38.5,1,75056,Paris,75
2024-11-10,483013.0,Maison,47.6,1,75056,Paris,75
2023-12-21,501054.0,Maison,37.6,1,75056,Paris,75
2022-10-30,736084.0,Maison,54.4,1,75056,Paris,75
2023-02-09,400784.0,Maison,38.9,1,75056,Paris,75
2022-06-04,382350.0,Maison,37.0,1,75056,Paris,75
2024-10-08,493789.0,Maison,37.1,1,75056,Paris,75
2024-07-08,567303.0,Maison,46.1,1,75056,Paris,75
2023-10-24,733193.0,Maison,53.0,1,75056,Paris,75
2022-11-06,740245.0,Maison,58.7,1,75056,Paris,75
2023-09-13,538027.0,Maison,45.4,1,75056,Paris,75
2023-12-22,704037.0,Maison,56.6,1,75056,Paris,75
2024-07-14,526773.0,Maison,47.5,1,75056,Paris,75
2023-08-11,371797.0,Maison,32.7,1,75056,Paris,75
2022-07-04,466071.0,Maison,33.9,1,75056,Paris,75
2024-08-05,612527.0,Maison,50.9,1,75056,Paris,75
2022-03-26,706179.0,Maison,49.8,1,75056,Paris,75
2023-01-21,616361.0,Maison,45.7,1,75056,Paris,75
2022-11-05,494334.0,Maison,41.6,1,75056,Paris,75
2023-12-05,725747.0,Maison,61.7,1,75056,Paris,75
2022-12-20,624298.0,Maison,62.4,1,75056,Paris,75
2024-06-18,424988.0,Maison,32.7,1,75056,Paris,75
2024-01-16,601299.0,Maison,48.0,1,75056,Paris,75
2024-04-17,473381.0,Maison,43.2,1,75056,Paris,75
2022-04-18,718802.0,Maison,55.9,1,75056,Paris,75
